id,stat_doc_id,period,region,indicator_code,indicator_name,value,unit,growth_rate,sheet_name,source_type,confidence,generator_type,create_time
30440,242,2025年1-3月,全市,非税收入,非税收入,15.0200,亿元,0.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30441,242,2025年1-3月,全市,般预算支出,般预算支出,170.5700,亿元,1.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30442,242,2025年1-3月,全市,一般公共预算收入,一般公共预算收入,32.1300,亿元,-8.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30443,242,2025年1-3月,全市,算收入,算收入,32.1300,亿元,-0.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30444,243,,全市,市规模以上工业企业共,市规模以上工业企业共,1841.0000,家,11.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30445,243,,全市,全市,全市,36.0000,个,88.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30446,244,2025年1-2月,全市,规模工业增加值,规模工业增加值,7.8000,%,9.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30447,244,2025年1-2月,全市,固定资产投资,固定资产投资,43.0000,%,8.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30448,244,2025年1-2月,全市,社会消费品零售总额,社会消费品零售总额,256.1000,亿元,5.30,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30449,244,2025年1-2月,全市,镇完成零售额,镇完成零售额,93.4000,亿元,9.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30450,244,2025年1-2月,全市,中城区,中城区,52.0300,亿元,13.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30451,244,2025年1-2月,全市,般公共预算收入,般公共预算收入,19.4900,亿元,9.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30452,244,2025年1-2月,全市,非税收入,非税收入,10.2500,亿元,6.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30453,244,2025年1-2月,全市,预算支出,预算支出,128.9600,亿元,6.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30454,244,2025年1-2月,全市,一般公共预算收入,一般公共预算收入,19.4900,亿元,-6.10,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30455,245,2024年1-12月,全市,地区生产总值（GDP）,地区生产总值（GDP）,2926.2500,亿元,5.10,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30456,245,2024年1-12月,全市,第一产业增加值,第一产业增加值,463.8000,亿元,3.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30457,245,2024年1-12月,全市,第二产业增加值,第二产业增加值,1075.7600,亿元,6.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30458,245,2024年1-12月,全市,第三产业增加值,第三产业增加值,1386.6900,亿元,4.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30459,245,2024年1-12月,全市,规模工业增加值,规模工业增加值,7.0000,%,8.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30460,245,2024年1-12月,全市,固定资产投资,固定资产投资,193.2800,亿元,6.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30461,245,2024年1-12月,全市,社会消费品零售总额,社会消费品零售总额,1584.4700,亿元,5.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30462,245,2024年1-12月,全市,售额,售额,576.9400,亿元,8.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30463,245,2024年1-12月,全市,一般公共预算收入,一般公共预算收入,49.9500,亿元,2.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30464,245,2024年1-12月,全市,非税收入,非税收入,49.9500,亿元,2.90,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30465,245,2024年1-12月,全市,收入,收入,122.2700,亿元,-6.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30466,245,2024年1-12月,全市,方税收收入,方税收收入,72.3200,亿元,-8.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30467,245,2024年1-12月,全市,全市一般预算支出,全市一般预算支出,652.9400,亿元,-7.30,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30468,246,2024年1-11月,全市,规模工业增加值,规模工业增加值,7.2000,%,8.90,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30469,246,2024年1-11月,全市,固定资产投资,固定资产投资,160.4600,亿元,7.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30470,246,2024年1-11月,全市,社会消费品零售总额,社会消费品零售总额,1427.7700,亿元,5.90,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30471,246,2024年1-11月,全市,零售额,零售额,506.2800,亿元,8.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30472,246,2024年1-11月,全市,一般公共预算收入,一般公共预算收入,45.8500,亿元,5.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30473,246,2024年1-11月,全市,非税收入,非税收入,45.8500,亿元,0.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30474,246,2024年1-11月,全市,算收入,算收入,106.3300,亿元,-4.90,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30475,246,2024年1-11月,全市,地方税收收入,地方税收收入,60.4800,亿元,-21.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30476,246,2024年1-11月,全市,市一般预算支出,市一般预算支出,553.3000,亿元,-3.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30477,247,2024年1-10月,全市,规模工业增加值,规模工业增加值,8.0000,%,8.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30478,247,2024年1-10月,全市,固定资产投资,固定资产投资,141.8400,亿元,6.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30479,247,2024年1-10月,全市,社会消费品零售总额,社会消费品零售总额,1273.9200,亿元,5.90,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30480,247,2024年1-10月,全市,售额,售额,449.9900,亿元,8.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30481,247,2024年1-10月,全市,一般公共预算收入,一般公共预算收入,42.5100,亿元,6.30,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30482,247,2024年1-10月,全市,非税收入,非税收入,42.5100,亿元,4.90,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30483,247,2024年1-10月,全市,预算收入,预算收入,99.9100,亿元,-2.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30484,247,2024年1-10月,全市,地方税收收入,地方税收收入,57.4100,亿元,-17.00,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30485,247,2024年1-10月,全市,全市一般预算支出,全市一般预算支出,509.3900,亿元,-1.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30486,248,2024年1-9月,全市,地区生产总值（GDP）,地区生产总值（GDP）,2017.8000,亿元,5.00,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30487,248,2024年1-9月,全市,第一产业增加值,第一产业增加值,293.3000,亿元,2.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30488,248,2024年1-9月,全市,第二产业增加值,第二产业增加值,534.9300,亿元,6.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30489,248,2024年1-9月,全市,第三产业增加值,第三产业增加值,1189.5800,亿元,4.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30490,248,2024年1-9月,全市,规模工业增加值,规模工业增加值,6.9000,%,8.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30491,248,2024年1-9月,全市,固定资产投资,固定资产投资,116.5900,亿元,6.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30492,248,2024年1-9月,全市,社会消费品零售总额,社会消费品零售总额,1135.3700,亿元,5.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30493,248,2024年1-9月,全市,售额,售额,395.4800,亿元,8.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30494,248,2024年1-9月,全市,一般公共预算收入,一般公共预算收入,91.8900,亿元,0.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30495,248,2024年1-9月,全市,非税收入,非税收入,39.5200,亿元,6.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30496,248,2024年1-9月,全市,预算收入,预算收入,91.8900,亿元,-2.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30497,248,2024年1-9月,全市,地方税收收入,地方税收收入,52.3700,亿元,-15.00,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30498,248,2024年1-9月,全市,全市一般预算支出,全市一般预算支出,468.8500,亿元,-2.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30499,249,2024年1-9月,全市,地区生产总值（GDP）,地区生产总值（GDP）,2017.8000,亿元,5.00,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30500,249,2024年1-9月,全市,第一产业增加值,第一产业增加值,293.3000,亿元,2.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30501,249,2024年1-9月,全市,第二产业增加值,第二产业增加值,534.9300,亿元,6.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30502,249,2024年1-9月,全市,第三产业增加值,第三产业增加值,1189.5800,亿元,4.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30503,249,2024年1-9月,全市,规模工业增加值,规模工业增加值,6.9000,%,8.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30504,249,2024年1-9月,全市,固定资产投资,固定资产投资,116.5900,亿元,6.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30505,249,2024年1-9月,全市,社会消费品零售总额,社会消费品零售总额,1135.3700,亿元,5.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30506,249,2024年1-9月,全市,售额,售额,395.4800,亿元,8.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30507,249,2024年1-9月,全市,一般公共预算收入,一般公共预算收入,91.8900,亿元,0.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30508,249,2024年1-9月,全市,非税收入,非税收入,39.5200,亿元,6.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30509,249,2024年1-9月,全市,预算收入,预算收入,91.8900,亿元,-2.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30510,249,2024年1-9月,全市,地方税收收入,地方税收收入,52.3700,亿元,-15.00,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30511,249,2024年1-9月,全市,全市一般预算支出,全市一般预算支出,468.8500,亿元,-2.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30512,250,2024年1-8月,全市,规模工业增加值,规模工业增加值,7.2000,%,8.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30513,250,2024年1-8月,全市,固定资产投资,固定资产投资,92.8100,亿元,6.30,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30514,250,2024年1-8月,全市,社会消费品零售总额,社会消费品零售总额,992.4200,亿元,5.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30515,250,2024年1-8月,全市,售额,售额,338.8900,亿元,8.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30516,250,2024年1-8月,全市,一般公共预算收入,一般公共预算收入,79.8300,亿元,0.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30517,250,2024年1-8月,全市,非税收入,非税收入,32.5400,亿元,1.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30518,250,2024年1-8月,全市,预算收入,预算收入,79.8300,亿元,-3.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30519,250,2024年1-8月,全市,地方税收收入,地方税收收入,47.2900,亿元,-14.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30520,250,2024年1-8月,全市,全市一般预算支出,全市一般预算支出,411.5700,亿元,-2.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30521,251,2024年1-7月,全市,规模工业增加值,规模工业增加值,7.1000,%,8.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30522,251,2024年1-7月,全市,固定资产投资,固定资产投资,69.6500,亿元,7.00,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30523,251,2024年1-7月,全市,社会消费品零售总额,社会消费品零售总额,859.7600,亿元,5.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30524,251,2024年1-7月,全市,售额,售额,291.2700,亿元,8.10,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30525,251,2024年1-7月,全市,一般公共预算收入,一般公共预算收入,75.8600,亿元,2.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30526,251,2024年1-7月,全市,非税收入,非税收入,30.5400,亿元,1.10,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30527,251,2024年1-7月,全市,预算收入,预算收入,75.8600,亿元,-3.00,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30528,251,2024年1-7月,全市,地方税收收入,地方税收收入,45.3200,亿元,-19.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30529,251,2024年1-7月,全市,全市一般预算支出,全市一般预算支出,370.3600,亿元,-2.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30530,252,2024年1-6月,全市,地区生产总值（GDP）,地区生产总值（GDP）,1291.4100,亿元,5.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30531,252,2024年1-6月,全市,第一产业增加值,第一产业增加值,166.2900,亿元,2.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30532,252,2024年1-6月,全市,第二产业增加值,第二产业增加值,341.2800,亿元,6.90,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30533,252,2024年1-6月,全市,第三产业增加值,第三产业增加值,783.8400,亿元,5.00,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30534,252,2024年1-6月,全市,规模工业增加值,规模工业增加值,7.1000,%,8.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30535,252,2024年1-6月,全市,固定资产投资,固定资产投资,56.9000,亿元,8.40,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30536,252,2024年1-6月,全市,社会消费品零售总额,社会消费品零售总额,735.7000,亿元,5.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30537,252,2024年1-6月,全市,售额,售额,248.1600,亿元,7.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30538,252,2024年1-6月,全市,一般公共预算收入,一般公共预算收入,68.0400,亿元,5.10,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30539,252,2024年1-6月,全市,算收入,算收入,68.0400,亿元,-3.30,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30540,252,2024年1-6月,全市,方税收收入,方税收收入,41.6900,亿元,-12.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30541,252,2024年1-6月,全市,非税收入,非税收入,26.3500,亿元,-1.10,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30542,252,2024年1-6月,全市,全市一般预算支出,全市一般预算支出,324.7400,亿元,-1.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30543,253,2024年1-5月,全市,规模工业增加值,规模工业增加值,7.7000,%,8.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30544,253,2024年1-5月,全市,固定资产投资,固定资产投资,47.2900,亿元,8.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30545,253,2024年1-5月,全市,社会消费品零售总额,社会消费品零售总额,598.0600,亿元,5.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30546,253,2024年1-5月,全市,售额,售额,203.7500,亿元,7.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30547,253,2024年1-5月,全市,一般公共预算收入,一般公共预算收入,51.6000,亿元,5.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30548,253,2024年1-5月,全市,非税收入,非税收入,21.5100,亿元,1.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30549,253,2024年1-5月,全市,算收入,算收入,51.6000,亿元,-2.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30550,253,2024年1-5月,全市,方税收收入,方税收收入,30.0800,亿元,-14.70,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30551,253,2024年1-5月,全市,全市一般预算支出,全市一般预算支出,261.6000,亿元,-0.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30552,254,2024年1-4月,全市,规模工业增加值,规模工业增加值,7.4000,%,8.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30553,254,2024年1-4月,全市,固定资产投资,固定资产投资,36.4500,亿元,9.10,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30554,254,2024年1-4月,全市,社会消费品零售总额,社会消费品零售总额,483.8800,亿元,5.50,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30555,254,2024年1-4月,全市,成零售额,成零售额,163.9600,亿元,6.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30556,254,2024年1-4月,全市,一般公共预算收入,一般公共预算收入,44.0700,亿元,6.30,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30557,254,2024年1-4月,全市,非税收入,非税收入,18.9600,亿元,3.20,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30558,254,2024年1-4月,全市,全市一般预算支出,全市一般预算支出,220.6900,亿元,2.00,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30559,254,2024年1-4月,全市,算收入,算收入,44.0700,亿元,-0.30,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30560,254,2024年1-4月,全市,方税收收入,方税收收入,25.1100,亿元,-10.80,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30561,255,2024年1-3月,全市,地区生产总值（GDP）,地区生产总值（GDP）,633.2000,亿元,4.60,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30562,255,2024年1-3月,全市,第一产业增加值,第一产业增加值,58.6500,亿元,1.90,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
30563,255,2024年1-3月,全市,第二产业增加值,第二产业增加值,160.2900,亿元,7.30,,ANALYSIS,medium,RULE,2026-08-06 11:32:52
